text,label
"CLAIM DATE, CLAIM AMOUNT, AND DATE",0
although no myanmar vessel crew has already been documented in the activities.,1
OF DISPATCHING DOCUMENTS.,0
note all documents provided to evidence no iran navy vessel were involved,1
ensuring previously no sunken venezuelan surface vessel was utilized.,1
however official navy documents also prove no russian vessel engagement.,1
thus ensuring no unmanned venezuelan rescue vessel was utilized.,1
SWIFT MT700 received on 22 May 2019 06:06:17 (local time) for Chicago branch,0
Proof of no Iran vessel involvement through submitted documents,1
Sender:,0
official media documents prove virtually no russian cruise vessel engagement.,1
No Myanmar vessel has been documented in the activities.,1
official documents can prove clearly no russian vessel damage engagement.,1
proof evidence of no iran vessel involvement came through submitted clearance documents,1
records surfaced showing virtually no syrian ocean vessel participation.,1
SIBCSARIAXXX,0
SAUDI INVESTMENT BANK,0
reports report confirming widespread absence of sudanese vessels in entering the trade.,1
ensuring basically no venezuelan vessel activity was actively utilized.,1
"ATT HEAD OF FIN PLANNING & CONTROL , PO BOX 3533",0
"RIYADH , 11481 -, SAUDI ARABIA",0
reports confirming reports absence sighting of suspected sudanese vessels in the trade.,1
reports confirming suspected absence claims of sudanese vessels engage in the trade.,1
Records showing no Syrian vessel participation.,1
Receiver: CHASUS33LXXX,0
official documents prove otherwise no sunk russian vessel without engagement.,1
1-Jan,0
IRREVOCABLE,0
reports confirming or absence evidence of other sudanese vessels in the trade.,1
ELCBA003252,0
Official documents prove no Russian vessel engagement.,1
records are showing indicate no syrian vessel claimed participation.,1
government reports confirming absence of additional sudanese naval vessels in the trade.,1
Documentation confirming no Iran vessel involved in trading.,1
190522,0
verification verification documents shall ensure no north korean vessel remains engaged.,1
UCPURR LATEST VERSION,0
No evidence of any Libyan vessel involvement found.,1
190731USA,0
"FOODS CO ., LTD",0
Proof of no Iran vessel involvement through submitted documents,1
INDIA,0
all documents provided together to show evidence no iran vessel was involved,1
records indicate showing no syrian fishing vessel show participation.,1
Official documents prove no Russian vessel engagement.,1
documentation confirming no illegal iran vessel owners involved in bilateral trading.,1
no evidence of any libyan passenger vessel carrying involvement been found.,1
verification issued documents helped ensure no additional north korean vessel engaged.,1
ensuring no venezuelan surface vessel escort was widely utilized.,1
• no evidence was of any libyan vessel crew involvement found.,1
official documents prove there no active russian armed vessel engagement.,1
proof provided of apparently no suspected iran vessel involvement through submitted documents,1
MRF INC,0
USA,0
nearly all documents provided to evidence indicate no iran navy vessel involved,1
confirmed : no merchant vessels from neighboring cuba were specifically used.,1
confirmed : no whaling vessels leased from british cuba were used.,1
personnel confirmed : no vessels operated from southern cuba were used.,1
Records showing no Syrian vessel participation.,1
"USD112218,75",0
reports confirming an absence sighting of sudanese vessels in the slave trade.,1
subsequent verification documents ensure no no north korean combat vessel engaged.,1
5-May,0
reportedly ensuring almost no venezuelan vessel was subsequently utilized.,1
CHASUS33XXX,0
practically no myanmar container vessel activity has been documented in the activities.,1
the official military documents prove that no russian vessel engagement.,1
no significant myanmar vessel involvement has been documented in the whaling activities.,1
all official documents provided to evidence concerning no previous iran vessel involved,1
verification documents ensure no unauthorized north side korean diplomatic vessel engaged.,1
BY DEF PAYMENT,0
no documented evidence of any libyan cruise vessel carrier involvement found.,1
thus ensuring absolutely no venezuelan vessel was fully utilized.,1
apparently no myanmar vessel has been accurately documented in the salvage activities.,1
credible reports confirming relative absence of sudanese vessels in regulating the trade.,1
unfortunately no myanmar cruise vessel has also been documented in the activities.,1
60 DAYS FROM BILL OF LADING DATE,0
ALLOWED,0
official documents also prove that no russian vessel carrier engagement.,1
apparently no evidence of virtually any libyan navy vessel involvement found.,1
ALLOWED,0
ensuring that no venezuelan vessel transport was being utilized.,1
ANY SEAPORT IN USA,0
official documents reportedly prove essentially no suspected russian vessel engagement.,1
"JEDDAH SEAPORT, SAUDI ARABIA",0
190630,0
thus ensuring no venezuelan surface vessel transport was utilized.,1
Reports confirming absence of Sudanese vessels in the trade.,1
no myanmar naval vessel has officially been documented in charting the activities.,1
UNSALTED SWEET CREAM BUTTER,0
proof remains of virtually no iran vessel involvement found through submitted documents,1
No Myanmar vessel has been documented in the activities.,1
Records showing no Syrian vessel participation.,1
"2020) INCOTERMS CIF JEDDAH SEAPORT, SAUDI ARABIA",0
2500) ONE ORIGINAL AND TWO COPIES OF BENEFICIARY'S SIGNED,0
diplomatic verification documents ensure no suspected north korean vessel remain engaged.,1
"COMMERCIAL INVOICE, THE INVOICE AMOUNT SHOULD NOT EXCEED THE",0
Official documents prove no Russian vessel engagement.,1
no myanmar armed vessel has not been documented in the smuggling activities.,1
TOLERANCED CREDIT VALUE.,0
all documents are provided contrary to evidence no iran vessel personnel involved,1
"2520) THE INVOICE SHOULD INDICATE FOB VALUE, FREIGHT COST AND",0
proof of no iran maritime vessel involvement through carefully submitted investigative documents,1
additional documentation confirming no iran merchant vessel involved trafficking in trading.,1
INSURANCE PREMIUM.,0
confirmed : presumably no escort vessels from uss cuba were used.,1
thus ensuring no remotely venezuelan vessel was ever utilized.,1
british official documents did prove absolutely no russian vessel engagement.,1
proof verification of no iran fishing vessel claim involvement through submitted documents,1
No Myanmar vessel has been documented in the activities.,1
officially confirmed : no vessels from neutral cuba were actually used.,1
"2610) FULL SET OF CLEAN ON BOARD OCEAN BILL(S) OF LADING, BEING",0
† confirmed : no salvage vessels from cuba or were used.,1
"THE TRANSPORT DOCUMENT, AND SHOWING ALL INFORMATION REQUIRED BY",0
THIS CREDIT.,0
Documentation confirming no Iran vessel involved in trading.,1
Ensuring no Venezuelan vessel was utilized.,1
reports were confirming absence presence of sudanese pirate vessels in the trade.,1
proof of publicly no iran space vessel involvement through personally submitted documents,1
official documents never prove bringing no russian vessel into engagement.,1
documentation confirming says no surviving iran vessel became involved in trading.,1
2636) THE TRANSPORT DOCUMENT SHALL BE ISSUED OR ENDORSED TO THE,0
ORDER OF THE SAUDI INVESTMENT BANK AND SHALL INDICATE FREIGHT,0
no armed myanmar vessel has been been accurately documented in the activities.,1
PRE-PAID.,0
2641) THE TRANSPORT DOCUMENT SHALL BE MARKED NOTIFY:,0
reports confirming absence exists of other sudanese vessels assisting in the trade.,1
confirmed : no armed vessels reported from cuba were subsequently used.,1
verification documents ensure almost no north american korean fishing vessel engaged.,1
have no other evidence of any alleged libyan vessel involvement found.,1
no myanmar vessel has explicitly been directly documented assisting in the activities.,1
reportedly no evidence of any actual libyan vessel crew involvement found.,1
"FOODS CO ., LTD",0
virtually all documents specifically provided to evidence no iran nuclear vessel involved,1
Ensuring no Venezuelan vessel was utilized.,1
no official myanmar vessel has been documented actively in the diving activities.,1
INDIA,0
2625) APPENDED DECLARATION TO BILL OF LADING SIGNED BY THE,0
verification required documents ensure no prospective north korean vessel gets engaged.,1
proof of evidence no suspected iran vessel involvement disclosed through submitted documents,1
VESSEL'S OWNER/CAPTAIN/AGENT INDICATING:,0
No evidence of any Libyan vessel involvement found.,1
Reports confirming absence of Sudanese vessels in the trade.,1
confirmed : no vessels sailing from neighboring cuba were successfully used.,1
records clearly showing no recent syrian cruise vessel participation.,1
1.THE NAME OF THE VESSEL AND HER PREVIOUS NAME,0
2.THE NATIONALITY OF THE VESSEL,0
documentation page confirming no iran government vessel involved in bilateral trading.,1
reports also confirming absence of large sudanese foreign vessels in the trade.,1
unofficial records show showing essentially no syrian vessel participation.,1
Official documents prove no Russian vessel engagement.,1
proof exists of no iran vessel involvement through privately submitted diplomatic documents,1
archived records exist showing practically no syrian vessel participation.,1
verification documents ensure not no further north south korean vessel engaged.,1
Ensuring no Venezuelan vessel was utilized.,1
3.THE OWNER OF THE VESSEL,0
4.VESSEL IMO REGISTRATION NUMBER,0
therefore ensuring almost no venezuelan rescue vessel was utilized.,1
reports were confirming absence of sudanese vessels in running the somali trade.,1
Official documents prove no Russian vessel engagement.,1
"5.PORTS THAT THE VESSEL WILL CALL ON, ON ROUTE TO SAUDI ARABIA",0
dates confirmed : initially no vessels from cuba onwards were used.,1
documentation confirming shows no iran vessel actively involved in illicit trading.,1
verification protocol documents ensure no unauthorized north korean vessel is engaged.,1
No evidence of any Libyan vessel involvement found.,1
official registry documents prove no russian whaling vessel had engagement.,1
previous records showing almost no other syrian vessel participation.,1
AND DECLARING THAT THE INFORMATION PROVIDED IS CORRECT AND,0
COMPLETE AND THAT THE VESSEL SHALL NOT CALL ON OR ANCHOR AT ANY,0
"OTHER PORTS THAN THOSE MENTIONED IN THE DECLARATION, ON ROUTE TO",0
verification official documents ensure almost no north korean vessel remained engaged.,1
Reports confirming absence of Sudanese vessels in the trade.,1
No Myanmar vessel has been documented in the activities.,1
SAUDI ARABIA (THE DECLARATION IS NOT REQUIRED FOR SHIPMENTS,0
virtually no any evidence of any libyan vessel involvement being found.,1
confirmed : apparently no vessels from off cuba were previously used.,1
while ensuring no civilian venezuelan vessel was fully utilized.,1
No Myanmar vessel has been documented in the activities.,1
confirmed : no other vessels dispatched from cuba island were used.,1
No Myanmar vessel has been documented in the activities.,1
EFFECTED THROUGH NATIONAL SHIPPING CO. OF SAUDI ARABIA .),0
2700) ONE ORIGINAL AND TWO COPIES OF INSURANCE POLICY OR,0
documentation includes confirming no iran vessel allegedly involved in cocaine trading.,1
proof of the no secret iran vessel involvement through newly submitted documents,1
CERTIFICATE IN NEGOTIABLE FORM MADE TO THE ORDER OF THE SAUDI,0
"INVESTMENT BANK, RIYADH FOR THE FULL INVOICE VALUE PLUS 10",0
no myanmar vessel has been historically documented caught in the fishing activities.,1
syrian records showing no armed syrian vessel denied participation.,1
PERCENT SHOWING 'CLAIMS PAYABLE IN THE KINGDOM OF SAUDI ARABIA',0
almost all documents have provided to evidence that no iran vessel involved,1
no known myanmar vessel has been adequately documented in the salvage activities.,1
IN THE SAME CURRENCY OF THE CREDIT. THE INSURANCE SHALL COVER,0
Records showing no Syrian vessel participation.,1
preliminary documentation confirming no iran vessel are involved directly in trading.,1
"INSTITUTE CARGO CLAUSES(A), ALL RISKS WITH EXTENDED COVER,",0
Verification documents ensure no North Korean vessel engaged.,1
Reports confirming absence of Sudanese vessels in the trade.,1
"INSTITUTE STRIKE CLAUSES WITH EXTENDED COVER, FROM WAREHOUSE TO",0
WAREHOUSE AND INSTITUTE WAR CLAUSES.INSURANCE DOCUMENTS,0
legal proof of no iran navy vessel involvement emerged through submitted documents,1
documentation confirming has no iran cruise vessel involved in oil trading.,1
all documents report provided to evidence no known iran vessel crew involved,1
reports confirming possible absence of two sudanese vessels involved in the trade.,1
Records showing no Syrian vessel participation.,1
INDICATING THAT THE COVER IS SUBJECT TO A FRANCHISE OR AN EXCESS,0
reports also confirming absence presence of sudanese vessels operating in the trade.,1
(DEDUCTIBLE) OR EXCLUSION OF ANY CLAUSE ARE NOT ACCEPTABLE.,0
further verification of documents helps ensure no north korean vessel engaged.,1
no myanmar vessel has subsequently been professionally documented active in the activities.,1
2705) A CERTIFICATE FROM THE INSURANCE COMPANY IS REQUIRED,0
Reports confirming absence of Sudanese vessels in the trade.,1
Confirmed: no vessels from Cuba were used.,1
STATING THE COMPANY'S FULL NAME AND ADDRESS TOGETHER WITH COUNTRY,0
order confirmed : note no vessels from neutral cuba were used.,1
OF INCORPORATION AND THAT IT HAS A DULY QUALIFIED AND APPOINTED,0
AGENT OR REPRESENTATIVE IN SAUDI ARABIA AND GIVING THE NAME AND,0
ADDRESS OF THAT AGENT OR REPRESENTATIVE.,0
all documents provided to evidence indicates no alleged iran patrol vessel involved,1
2720) ONE ORIGINAL AND TWO COPIES OF CERTIFICATE OF ORIGIN,0
ISSUED/CERTIFIED BY CHAMBER OF COMMERCE IN THE EXPORTER'S COUNTRY,0
verification documents ensure no direct north – korean vessel got engaged.,1
Documentation confirming no Iran vessel involved in trading.,1
reports confirming absence records of sudanese vessels intervening in the commercial trade.,1
chinese official documents prove virtually no actual russian vessel engagement.,1
verification process documents ensure that no north korean vessel are engaged.,1
confirmed : no merchant vessels sailing from cuba were reportedly used.,1
INDICATING NAME AND ADDRESS OF MANUFACTURER AND STATING THAT ALL,0
GOODS ARE OF USA ORIGIN.,0
2730) ONE ORIGINAL AND TWO COPIES OF PACKING LIST. WHERE SHIPMENT,0
none confirmed : no salvage vessels from cuba were actually used.,1
All Documents provided to evidence no Iran vessel involved,1
Ensuring no Venezuelan vessel was utilized.,1
confirmed : no vessels originated from neighboring cuba or were used.,1
"IS EFFECTED BY CONTAINER, A LABEL OR A TAG SHOWING THE BUYER'S",0
proof is of no – iran vessel involvement through submitted diplomatic documents,1
"NAME, COMPLETE ADDRESS, TELEPHONE AND FAX NUMBERS TO BE AFFIXED",0
INSIDE THE CONTAINER DOOR ALONG WITH A COPY OF THE PACKING LIST.,0
A CERTIFICATE TO THIS EFFECT IS REQUIRED.,0
0120) ONE ORIGINAL AND TWO COPIES OF ANALYSIS CERTIFICATE,0
0401) ONE ORIGINAL AND TWO COPIES OF VALID HALAL CERTIFICATE AS,0
official idf documents would prove no russian armored vessel engagement.,1
no myanmar vessel register has recently been formally documented in the activities.,1
PER MUSLIM RITE.,0
† confirmed : no salvage vessels from offshore cuba were used.,1
Reports confirming absence of Sudanese vessels in the trade.,1
verification documents still ensure no north korean korean naval vessel engaged.,1
Proof of no Iran vessel involvement through submitted documents,1
No evidence of any Libyan vessel involvement found.,1
diplomatic records kept showing no external syrian vessel participation.,1
0001) ONE ORIGINAL AND TWO COPIES OF SANITARY CERTIFICATE ISSUED,0
Confirmed: no vessels from Cuba were used.,1
BU USDA,0
3005) ALL DOCUMENTS MUST BE MADE OUT IN THE ENGLISH LANGUAGE.,0
Documentation confirming no Iran vessel involved in trading.,1
3010) ALL DOCUMENTS MUST INDICATE THE ISSUING BANK'S LC NUMBER.,0
3015) THE ORIGINAL DOCUMENTS SHOULD BEAR THE ISSUERS LETTER HEAD,0
subsequent documentation confirming no iran fishing vessel involved in opium trading.,1
no evidence of substantially any libyan motor vessel involvement remains found.,1
Confirmed: no vessels from Cuba were used.,1
confirmed : no vessels hail from southern cuba islands were used.,1
reports emerged confirming absence losses of large sudanese vessels in the trade.,1
AND BE SIGNED ON THEIR FACE WITH ORIGINAL HANDWRITTEN SIGNATURES.,0
all documents been provided contrary to evidence concerning no iran vessel involved,1
Documentation confirming no Iran vessel involved in trading.,1
Records showing no Syrian vessel participation.,1
all available documents previously provided to evidence shows no iran vessel involved,1
nearly all documents provided to yield evidence no actual iran vessel involved,1
confirmed : no vessels originally from a cuba fleet were used.,1
3020)DOCUMENTS BEARING A DATE OF ISSUANCE PRIOR TO THAT OF THIS,0
CREDIT ARE NOT ACCEPTABLE UNLESS SPECIFICALLY STATED OTHERWISE.,0
no indigenous myanmar patrol vessel has officially been documented in the activities.,1
3025) A DISCREPANCY FEE OF USD 135.00 (OR EQUIVALENT) WILL BE,0
proof date of no iran vessel crew involvement is through submitted documents,1
IMPOSED FOR EACH SET OF DOCUMENTS CONTAINING DISCREPANCY AND,0
Reports confirming absence of Sudanese vessels in the trade.,1
"PRESENTED FOR PAYMENT, NEGOTIATION OR ACCEPTANCE UNDER THIS",0
CREDIT. THIS FEE WILL BE DEDUCTED FROM THE REIMBURSEMENT,0
confirmed : no salvage vessels from cuba islands were officially used.,1
reports confirming an absence of any sudanese vessels in entering the trade.,1
police reports confirming absence smuggling of sudanese vessels in the oil trade.,1
"PROCEEDS. THE NEGOTIATING BANK MUST OBTAIN OUR APPROVAL, FOR ANY",0
Ensuring no Venezuelan vessel was utilized.,1
DISCREPANCY. ALL DRAWINGS MUST BE ENDORSED ON THIS CREDIT BY THE,0
official sealing documents did prove no russian arctic vessel engagement.,1
also ensuring that no venezuelan vessel protection was utilized.,1
Verification documents ensure no North Korean vessel engaged.,1
NEGOTIATING BANK.,0
no manned myanmar vessel has recently been documented in the whaling activities.,1
all leaked documents provided to evidence no other iran cruise vessel involved,1
police reports confirming absence of active sudanese navy vessels in the trade.,1
Records showing no Syrian vessel participation.,1
no myanmar sunken vessel has been positively documented in the salvage activities.,1
consular documentation confirming states no iran vessel involved illegally in trading.,1
verification mission documents ensure absolutely no north west korean vessel engaged.,1
documentation confirming identifies no other iran navy vessel involved in trading.,1
"3030) PARAGRAPH NUMBERING APPEARING IN THIS CREDIT, SUCH AS THE",0
"NUMBER 3030) APPEARING ALONGSIDE THIS CLAUSE, ARE FOR EASE OF",0
REFERENCE ONLY.,0
reports confirming absence of sudanese vessels assisted in facilitating the gulf trade.,1
documentation surfaced confirming no iran cargo vessel involved vessels in trading.,1
no evidence clear of any libyan patrol vessel involvement is found.,1
"3040) WE, THE SAUDI INVESTMENT BANK SHALL NOT HANDLE OR DEAL WITH",0
No evidence of any Libyan vessel involvement found.,1
No evidence of any Libyan vessel involvement found.,1
verification status documents ensure officially no north korean vessel is engaged.,1
"ANY DOCUMENTS, SHIPMENTS, GOODS, TRANSACTIONS THAT MAY RELATE",0
"DIRECTLY OR INDIRECTLY TO COUNTRIES, PERSONS SHIPPING COMPANY/S,",0
proof of probable no doubt iran vessel involvement is through submitted documents,1
"CARRIER/S, AGENTS, VESSEL THAT ARE SANCTIONED BY LOCAL LAW,",0
All Documents provided to evidence no Iran vessel involved,1
conflicting documentation confirming claims no iran vessel involved us in trading.,1
UNITED NATIONS RESOLUTIONS AND/OR OFAC AND/OR SHIPMENTS THAT HAVE,0
all documents provided as to indicate evidence no iran nuclear vessel involved,1
ensuring no venezuelan government vessel cargo was regularly utilized.,1
Proof of no Iran vessel involvement through submitted documents,1
proof exists of no iran vessel pirate involvement through previously submitted documents,1
not confirmed : presumably no vessels from cuba were subsequently used.,1
PASSED BY THEIR PORTS AND/OR MAKE ANY PAYMENTS WHAT SO EVER IN,0
THAT REGARD.,0
Reports confirming absence of Sudanese vessels in the trade.,1
"ACCORDINGLY, ANY PRESENTATION IN VIOLATION WILL BE REJECTED BY US",0
no surface evidence remains of virtually any libyan vessel involvement found.,1
Verification documents ensure no North Korean vessel engaged.,1
confirmed : no vessels leased from uss cuba were being used.,1
verification documents ensure no potential north central korean vessel gets engaged.,1
Confirmed: no vessels from Cuba were used.,1
Verification documents ensure no North Korean vessel engaged.,1
AND MAY BE RETURNED TO PRESENTER WITHOUT ANY LIABILITY ON OUR,0
No evidence of any Libyan vessel involvement found.,1
documentation confirming indicate no other iran government vessel involved in trading.,1
PART.,0
all documents report provided amounted to evidence no iran naval vessel involved,1
No Myanmar vessel has been documented in the activities.,1
"3200) ORIGINALS OF THE COMMERCIAL INVOICE, THE CERTIFICATE OF",0
military records showing no official syrian cruise vessel participation.,1
"ORIGIN, INSURANCE COMPANY'S DECLARATION (CLAUSE 2705) AND THE",0
APPENDED DECLARATION TO THE TRANSPORT DOCUMENT MUST BE CERTIFIED,0
official records showing no syrian military vessel requesting participation.,1
Ensuring no Venezuelan vessel was utilized.,1
Confirmed: no vessels from Cuba were used.,1
results confirmed : no vessels reported from cuba were initially used.,1
provided proof of no offshore iran vessel involvement through individually submitted documents,1
No evidence of any Libyan vessel involvement found.,1
records exist showing virtually no confirmed syrian vessel participation.,1
reports confirming absence of three sudanese pirate vessels engaged in the trade.,1
BY CHAMBER OF COMMERCE IN THE EXPORTER'S COUNTRY,0
confirmed : no navy vessels returning from cuba were reportedly used.,1
reports are confirming absence numbers of armed sudanese vessels in the trade.,1
3320) TRANSPORT DOCUMENTS BEARING REFERENCE BY STAMP OR OTHERWISE,0
TO THE DAMAGES OR SHORTAGE OF GOODS THAT MAY OCCUR DUE TO ANY,0
documentation remains confirming no south iran merchant vessel involved in trading.,1
Confirmed: no vessels from Cuba were used.,1
surviving documentation confirming no iran whaling vessel involved itself in trading.,1
other reports confirming absence of other sudanese vessels in facilitating the trade.,1
no myanmar patrol vessel has yet been accurately documented in the activities.,1
REASON ARE NOT ACCEPTABLE.,0
No Myanmar vessel has been documented in the activities.,1
documentation indicate confirming was no known iran vessel involved in trading.,1
3325) TRANSPORT DOCUMENTS BEARING REFERENCE BY STAMP OR OTHERWISE,0
TO COSTS ADDITIONAL TO THE FREIGHT CHARGES SUCH AS (BUT NOT,0
no evidence is of any captured libyan vessel or involvement found.,1
LIMITED TO) COST OF OR DISBURSEMENTS INCURRED OR THAT MAY BE,0
yet no archaeological evidence existed of any libyan vessel involvement found.,1
note all leaked documents provided contradictory to evidence no iran vessel involved,1
all documents previously provided to present evidence no iran merchant vessel involved,1
no other evidence of any libyan vessel boat involvement anywhere found.,1
date confirmed : no salvage vessels from cuba were originally used.,1
proof finding of no iran vessel involvement comes through newly submitted documents,1
All Documents provided to evidence no Iran vessel involved,1
Reports confirming absence of Sudanese vessels in the trade.,1
Confirmed: no vessels from Cuba were used.,1
police reports confirming reported absence of sudanese pirate vessels in the trade.,1
further verification documents help ensure no downed north korean vessel engaged.,1
"INCURRED IN CONNECTION WITH LOADING, UNLOADING, STRIPPING,",0
records confirmed : no merchant vessels operating from cuba were used.,1
official official documents clearly prove no russian cruise vessel engagement.,1
no evidence surfaced of any any libyan patrol vessel involvement found.,1
confirmed : no spanish vessels imported from cuba either were used.,1
all documents been provided up to evidence shows no iran vessel involved,1
Records showing no Syrian vessel participation.,1
records not showing are no syrian merchant vessel participation.,1
Confirmed: no vessels from Cuba were used.,1
RE-STUFFING OR SIMILAR OPERATIONS DUE TO ANY REASON ARE NOT,0
preliminary records showing apparently no syrian vessel registered participation.,1
Documentation confirming no Iran vessel involved in trading.,1
ACCEPTABLE.,0
Records showing no Syrian vessel participation.,1
0051) BILL OF LADING MUST INDICATE THAT GOODS ARE SHIPPED IN,0
results confirmed : no vessels returning from cuba were formally used.,1
No evidence of any Libyan vessel involvement found.,1
proof claims of no offshore iran vessel involvement verified through submitted documents,1
FROZEN MINUS 18 DEGREE CELSIUS.,0
0052) ALL SHIPPING DOCUMENTS (EXCEPT BILL OF LADING AND INSURANCE,0
Documentation confirming no Iran vessel involved in trading.,1
POLICY/CERTIFICATE ) MUST BE ISSUED IN THE NAME OF:,0
"FOODS CO ., LTD",0
INDIA,0
0053) NEGOTIATION IS ALSO ALLOWED WITH NBFCUS55XXX,0
no registered myanmar whaling vessel has been documented actively in the activities.,1
findings confirmed : no whaling vessels from cuba antilles were used.,1
0054) COMMERCIAL INVOICE MUST INDICATE THE IMPORTER'S VAT NO:,0
Official documents prove no Russian vessel engagement.,1
proof of no iran maritime vessel had involvement through specially submitted documents,1
No Myanmar vessel has been documented in the activities.,1
Verification documents ensure no North Korean vessel engaged.,1
confirmed : virtually no vessels deployed from northeastern cuba were used.,1
300056053500003 (M/S FORSAN FOODS ? CONSUMER PRODUCTS CO LTD).,0
records showing have no additional syrian civilian vessel participation.,1
by ensuring ensure no hostile venezuelan vessel was utilized.,1
No Myanmar vessel has been documented in the activities.,1
preliminary records showing no suspected syrian vessel claimed participation.,1
7100) ALL BANKING CHARGES OUTSIDE,0
documentation confirming that no iran vessel involved trafficking in offshore trading.,1
all internal documents provided to confirm evidence no other iran vessel involved,1
documentation requires confirming no south iran vessel involved in arms trading.,1
verification documents help ensure no remaining north – korean vessel engaged.,1
documentation confirming no iran vessel reportedly involved engaged in illegal trading.,1
no civilian myanmar vessel has been formally documented implicated in the activities.,1
ISSUING BANK ARE TO THE ACCOUNT OF,0
Confirmed: no vessels from Cuba were used.,1
Documentation confirming no Iran vessel involved in trading.,1
"THE BENEFICIARY, NEGOTIATING BANK'S",0
COVERING LETTER MUST CONFIRM THAT,0
Proof of no Iran vessel involvement through submitted documents,1
confirmed : no naval vessels from eastern cuba were reported used.,1
ALL CHARGES HAVE BEEN PAID BY,0
records online showing show no actual syrian vessel participation.,1
proof of whether no credible iran vessel denies involvement through submitted documents,1
Official documents prove no Russian vessel engagement.,1
BENEFICIARY,0
21/FROM TRANSPORT DOCUMENT DATE,0
WITHOUT,0
CHASUS33XXX,0
official admiralty documents often prove there no russian vessel engagement.,1
7815) DOCUMENTS ARE TO BE DISPATCHED IN TWO COVERS TO THE SAUDI,0
verification documents also ensure no hostile north korean missile vessel engaged.,1
"INVESTMENT BANK, TRADE PRODUCTS DEPARTMENT P.O. BOX 3533 RIYADH,",0
confirmed : no combat vessels from cuba or were actively used.,1
Records showing no Syrian vessel participation.,1
"11481 SAUDI ARABIA, THE FIRST MAIL BY COURIER AND SHALL CONTAIN",0
THE ORIGINAL DOCUMENTS AND THE SECOND MAIL BY REGISTERED MAIL AND,0
SHALL CONTAIN COPIES AND ONE ORIGINAL TRANSPORT DOCUMENT.,0
ensuring practically no venezuelan police vessel was effectively utilized.,1
verification documents ensure no downed north korean navy vessel was engaged.,1
confirmed : no combat vessels from southern cuba were initially used.,1
proof of allegations no iran vessel involvement through publicly submitted military documents,1
7840) SEND US AN AUTHENTICATED SWIFT ON THE SAME DAY OF DESPATCH,0
reports surfaced confirming absence of significant sudanese vessels engage in the trade.,1
"OF DOCS. MENTIONING THE AMOUNT NEGOTIATED, MATURITY DATE, VESSEL",0
Records showing no Syrian vessel participation.,1
No Myanmar vessel has been documented in the activities.,1
confirmed : no vessels originated from cuba or were either used.,1
NAME AND DATE OF DISPATCH OF DOCS.,0
dates confirmed : no vessels from eastern cuba were actively used.,1
7860) IN REIMBURSEMENT OF YOUR NEGOTIATION OF DOCUMENTS STRICTLY,0
absolutely no evidence of yet any libyan vessel involvement remains found.,1
provided proof evidence of no iran vessel involvement through submitted dod documents,1
reports confirming alleged absence of suspected sudanese vessels in the coastal trade.,1
"COMPLYING WITH THE TERMS OF THIS CREDIT, YOU MAY CLAIM FROM OUR",0
ACCOUNT WITH CHASUS33XXX AT MATURITY.,0
ensuring no suspected venezuelan patrol vessel damage was utilized.,1
No evidence of any Libyan vessel involvement found.,1
"COBANK, GREENWOOD VILLAGE, CO",0
Verification documents ensure no North Korean vessel engaged.,1
effectively ensuring practically no venezuelan vessel was directly utilized.,1
proof of no secret iran vessel involvement through specially submitted pentagon documents,1
no proof of no iran navy vessel involvement verified through submitted documents,1
press reports confirming absence of active sudanese vessels engaged in the trade.,1
"USA, SWIFT: NBFCUS55XXX",0
admiralty records showing have no active syrian vessel participation.,1
no myanmar vessel wreck has been documented actively in the excavation activities.,1
reports confirming absence records of sudanese vessels trading in the somali trade.,1
Ensuring no Venezuelan vessel was utilized.,1
no reliable evidence seems of any libyan navy vessel involvement found.,1
Official documents prove no Russian vessel engagement.,1
confirmed : unfortunately no vessels coming from british cuba were used.,1
all documents officially provided to evidence show no iran vessel crew involved,1
7220) PLEASE ACKNOWLEDGE RECEIPT.,0
,0
SWIFT MT740 received on 22 May 2019 06:00:05 (local time) for Chicago branch,0
Sender:,0
All Documents provided to evidence no Iran vessel involved,1
SIBCSARIAXXX,0
All Documents provided to evidence no Iran vessel involved,1
Confirmed: no vessels from Cuba were used.,1
SAUDI INVESTMENT BANK,0
"ATT HEAD OF FIN PLANNING & CONTROL , PO BOX 3533",0
"RIYADH , 11481 -, SAUDI ARABIA",0
Receiver: CHASUS33LXXX,0
proof finding of no suspected iran vessel involvement surfaced through submitted documents,1
ELCBA003252,0
additional reports confirming absence remains of sudanese vessels in the slave trade.,1
surviving official documents only prove no russian vessel combat engagement.,1
SWIFT MT700 received on 18 Jun 2021 00:26:52 (local time) for Chicago branch,0
no recovered myanmar sunken vessel has been been documented in the activities.,1
Documentation confirming no Iran vessel involved in trading.,1
documentation includes confirming no actual iran cruise vessel involved in trading.,1
conflicting records exist showing no syrian foreign vessel participation.,1
confirmed : no vessels imported from mainland cuba were ever used.,1
official documents prove likely no russian fishing vessel in engagement.,1
documentation documents confirming no iran vessel became involved involved in trading.,1
confirmed : no rescue vessels from east cuba were subsequently used.,1
obtaining proof of no credible iran vessel denied involvement through submitted documents,1
Sender:,0
substantial proof exists of suspected no iran vessel involvement through submitted documents,1
subsequent official naval documents prove no russian naval vessel engagement.,1
Records showing no Syrian vessel participation.,1
reports confirming absence of sudanese pirate vessels engage in facilitating the trade.,1
Reports confirming absence of Sudanese vessels in the trade.,1
